generation,species,id,fitness,flies_eaten,final_state,wall_gene,food_gene,snake_gene,grass_gene,water_gene
1,frog,6,-675.5,0,wall,0.08100172691368912,-0.3123233481188523,-0.3680525030489885,-0.693601834167834,-0.6427233023980135
1,frog,7,-37.85000000000002,4,eaten_by_snake,0.7239652190797639,0.7549539342872003,0.10623245638436374,-0.09637566982609624,-0.6121388289799339
1,frog,8,192.04999999999995,6,wall,0.2043046612746504,-0.9224993135359207,-0.18729209866949126,-0.8638537671396351,-0.057023165368748074
1,frog,9,-547.55,1,wall,-0.18181109691459807,-0.1912524156675044,-0.4459527688129319,0.6450450211073075,0.7482863336817116
1,frog,10,-533.1,1,wall,0.48637201057893686,-0.08677092762891148,-0.8778287286524187,0.41206084537821175,0.2858898460728361
1,frog,11,259.1,7,wall,0.14643129992127824,0.9643730628822242,0.37151216599614667,0.16853854158344106,-0.04648468617126955
1,frog,12,-697.8,0,wall,0.7753682862333207,-0.7547876243004679,0.5617001856586303,-0.15941658975424167,-0.9441806475030685
1,frog,13,-697.95,0,wall,0.2623125241205315,0.2890835653716455,0.36601796796802155,0.3558551106774088,0.8945100199492244
1,frog,14,-547.95,1,wall,0.9422730331174689,-0.6246532552543711,0.8885121659593969,0.7327054730070452,-0.04276966454608533
1,frog,15,570.8,8,eaten_by_snake,-0.2706174520429694,0.5936303711051107,0.3530318115956075,-0.46123782513192024,-0.6259891973655254
1,frog,16,-349.25,1,eaten_by_snake,0.270487695421582,-0.04263359255327348,0.24237988221876017,-0.45207959154916644,-0.47228495078619126
1,frog,17,-275.0,0,starvation,-0.9091673301643677,-0.6344695308267625,-0.6224744217845544,-0.10764126343848401,-0.8449013622855888
1,frog,18,1675.3814360614615,5,success,-0.5762244600711142,0.09379018846234866,-0.45316968498206167,0.549693506194096,-0.09938191473974767
1,frog,19,722.6989685466754,9,eaten_by_snake,-0.6331634958398584,0.6262280878317985,0.4702691724453272,0.8893336491805774,0.18882837283525244
1,snake,0,400.0,0,alive,-0.9594202771745439,0.9287847359663572,-0.4572764576088131,-0.9578306701154644,0.7761741255848744
1,snake,1,100.0,0,wall,0.07999521620082195,-0.22944705993242653,-0.34424143077027236,-0.25240963472944156,-0.7095675519219136
2,frog,0,-679.75,0,wall,-0.04536816521142817,-0.9299533160266737,-0.7304008471465187,-0.5460547720507392,0.8926556808235242
2,frog,1,-539.75,1,wall,0.7208992979711868,-0.05083608862540334,0.6598983535539626,-0.780326932729348,0.19776093558654928
2,frog,2,1923.6053372513802,6,success,-0.8499778966558988,0.6199516308822299,0.6161094498938526,0.22393070224545886,0.9272372148090038
2,frog,3,-547.5,1,wall,0.1228310098843508,-0.5383376648109097,0.2198096405260912,-0.9292217601812369,-0.32509812164360086
2,frog,4,273.4379557365327,7,wall,0.21845826804946755,0.4266550035898329,-0.6275707642952073,-0.07284480713063823,-0.0408885243587187
2,frog,5,-697.9,0,wall,0.46100009672874,0.3778263533926973,0.8962429490121038,-0.3936457037170016,0.17682888714988
2,frog,6,204.25,4,starvation,-0.5059127954367506,0.07629580605234332,-6.873114580940864e-05,0.34222204729661,0.623755175695702
2,frog,7,1327.1110800908477,10,alive,-0.5512011095975771,0.7696442306445914,-0.19198215139896724,-0.5103081704417343,-0.8123103165750358
2,frog,8,1815.4431915094683,7,success,-0.1444852778756054,0.18245361365229873,0.129811168311184,-0.45399361477247613,0.1366344768710126
2,frog,9,-539.85,1,wall,0.21768426321853118,0.7759661260547743,0.7357091026231855,0.7054023105054656,-0.8898627471109632
2,frog,10,-11.0,2,starvation,-0.6121245080660767,-0.1551132439325249,-0.8524364659626831,0.03947769332267148,-0.8122174620645783
2,frog,11,1575.5430739402416,6,success,-0.5973369529209491,0.08329311736789147,-0.7008290454227286,-0.3153674603273646,0.8819110627218802
2,frog,12,-688.1,0,wall,-0.27981449692463056,-0.6109802983130488,0.7263252939280138,-0.3456766605286681,0.010644464772081141
2,frog,13,-444.55,2,wall,0.58490008446041,-0.2386158702652399,-0.7722358753416274,0.4285882848540772,0.6911680534725433
2,frog,14,1765.5744105310591,8,success,-0.4046311165213128,0.5183237034507568,-0.04438434790495527,0.7424904939948866,-0.42722044518634905
2,frog,15,-545.75,1,wall,0.7671985598891586,0.9673064186497979,-0.8200256871638694,0.9363820520810082,0.4288521974526598
2,frog,16,-346.25,3,wall,0.740341266793805,0.645560219999473,0.5496961908789182,-0.19866449834755984,0.942875334598382
2,frog,17,-345.55,3,wall,-0.05196912025352041,0.6775395955429062,0.6687655750378934,-0.8859976219931243,-0.727751650181933
2,frog,18,78.74031815716717,5,wall,0.8198039842436915,0.4235710208015693,0.8206662950185528,0.19487339416921112,0.36257232830924235
2,frog,19,-542.25,1,wall,0.8632274226133843,-0.19202017786517556,0.7447030639163823,-0.19993749417011575,-0.943263699641715
2,snake,0,0.0,0,wall,0.1316588245759036,0.2489580619240419,-0.933895222877817,-0.14864842821410873,-0.2481587232658682
2,snake,1,0.0,0,alive,-0.32105753706087037,-0.7951217468502882,0.8270654455664976,0.6658645071668419,0.9391485588525128
3,frog,0,-340.0,3,wall,0.28901649352217973,-0.19690847361155717,-0.38446735616682437,-0.5765272654315101,0.6102237435285738
3,frog,1,77.35000000000002,3,starvation,-0.48206750115261876,-0.30537641885606814,0.6307987085855027,-0.16718709317574687,0.2561155812529863
3,frog,2,258.1,5,eaten_by_snake,-0.8225588833718989,0.41122661074185585,-0.1384005886167332,0.19508063201660164,-0.6749387910349454
3,frog,3,63.25,5,wall,0.322778312918949,0.5538054655339988,-0.6459537162605842,-0.1661121988564498,0.873996176033321
3,frog,4,1410.05,11,alive,-0.3544134980892748,0.6710192999833611,-0.1347223044636494,-0.39521065834269953,-0.4285663893718974
3,frog,5,93.60000000000002,3,starvation,-0.8702684932736953,-0.06760112609711766,-0.8268166656645524,0.9434268320026076,0.03265973758163754
3,frog,6,1819.1232870516315,8,success,-0.7914760055174037,0.12143786546232826,0.6312996759310592,-0.7643751601434803,0.07272843003054952
3,frog,7,698.7,11,wall,-0.23930987552327676,0.2398026406913667,0.3045162081052084,-0.5948823217663972,-0.45693811050049304
3,frog,8,-685.7,0,wall,0.21244996138005345,-0.8387826949644948,-0.017287359656641188,0.36196520507554775,0.8680332178897936
3,frog,9,1636.5430491490529,5,success,-0.29613580619988755,0.37420912494231917,0.30243471078515993,-0.181051722426103,-0.4475026518434555
3,frog,10,1276.7479424315618,9,alive,-0.47107818862082484,0.5372207270996197,-0.9882892952276281,0.4618941138856467,0.0032555271675609454
3,frog,11,-545.4,1,wall,0.32436964978474636,0.1994976736732479,-0.8990182975116132,-0.19195314922570672,0.9052239312129788
3,frog,12,-436.2,2,wall,0.30211484335445205,0.1834393932941265,-0.09201141319880746,-0.269084535743054,0.015339270224065338
3,frog,13,-543.15,1,wall,0.5825899997754636,-0.9702000513188249,-0.08588629356829358,-0.21083459675039262,0.1549843835892808
3,frog,14,55.549999999999955,5,wall,0.19190489745749018,0.6394099139501639,0.31853799468597677,0.14012437288914992,-0.5009133219331199
3,frog,15,-208.35000000000002,2,eaten_by_snake,-0.9070180864955175,-0.5218438771631047,-0.6277605241533262,0.43665225815192965,-0.7242516602577822
3,frog,16,1653.4119504251803,6,success,-0.07614126567554624,0.7420350892974414,-0.27952615221923627,-0.7586786114742761,0.9785273411500077
3,frog,17,-498.45,0,eaten_by_snake,-0.056263129206906015,-0.5209079232222849,0.21376583407088212,-0.24200041356459745,-0.6608328181666583
3,frog,18,-483.15,0,eaten_by_snake,0.39080213454763557,-0.9887471249105306,-0.41045569132720305,0.39705190710456484,-0.025596422700062016
3,frog,19,-695.05,0,wall,0.6899755573762332,0.2480926210464791,-0.702716127572705,0.8602502330933322,-0.04457098811116644
3,snake,0,100.0,0,wall,0.31809333689839514,0.898229460730912,-0.3362538993790738,0.4813935924634525,-0.4612787552650799
3,snake,1,300.0,0,alive,-0.5781078629235268,0.4940063572074389,-0.7446930766440292,0.23883560515050117,-0.7197155338418721
4,frog,0,-698.4,0,wall,0.13113949576305362,-0.9440234823636997,0.7517748918869991,0.6233221304169447,-0.09077581868054452
4,frog,1,442.4747442960422,8,wall,-0.08101926198768905,0.37440615616289286,0.247124371976716,0.0679069632682141,-0.23975982716447497
4,frog,2,-275.0,0,starvation,0.11159071459264913,-0.7092392939364576,-0.21904048821891053,-0.4312949476872925,0.9638710811735145
4,frog,3,-124.30000000000001,1,starvation,-0.5027883902288517,-0.7057033130521664,-0.3563548163544419,0.5721215438058613,0.3059353629131021
4,frog,4,1707.9286701916178,5,success,-0.808961832747255,0.28923295126333315,-0.8977299835076364,0.672628709337677,0.6342147194083061
4,frog,5,157.64999999999998,6,wall,0.06711519260309107,0.09493899648730775,0.05324093324979873,0.3468522712923201,0.9501775023847205
4,frog,6,56.89999999999998,5,wall,0.3379860289542256,0.9066883647955419,-0.19299828862113522,0.07463757433332097,0.3372637366576918
4,frog,7,-694.95,0,wall,0.6375330207290881,-0.6386636333653464,-0.7146766303119214,0.9649705312274865,0.13887590656941384
4,frog,8,1923.4197962878297,6,success,-0.11161104971406055,0.8471473702460943,0.021239934468094024,0.1801263638688264,0.3679946474502207
4,frog,9,-692.65,0,wall,-0.1205862665043802,-0.8808861322026615,0.5874958321834935,0.35171685558945853,-0.0950214438964061
4,frog,10,-535.95,1,wall,-0.016083606301153575,-0.584945949344182,0.7204040899339801,0.09176065647151077,0.6806519909757667
4,frog,11,-17.25,4,eaten_by_snake,-0.49436036675201067,0.17300871680754493,-0.46140250473820466,0.4688760024161418,-0.33470555397716906
4,frog,12,-538.05,1,wall,0.60312216444525,-0.7090462314471564,-0.6171692119857639,0.08390868136784646,-0.6666854659393442
4,frog,13,-324.2,3,wall,0.636150715491246,-0.4813461294128947,-0.6404745572762391,-0.19018318797616485,-0.25580416821275187
4,frog,14,1610.05,13,alive,-0.5414864891411011,0.2725227643620025,0.46547460528889584,0.1573531175294356,0.9133729655150138
4,frog,15,-546.3,1,wall,0.1835232278273231,-0.5988731540835779,-0.43720217105250314,-0.25666308522603165,-0.6859418322973285
4,frog,16,-697.95,0,wall,0.7634124671606004,0.009804573132125016,0.5477980724212621,-0.1249697765053559,0.6287341730594669
4,frog,17,-694.4,0,wall,0.2922487999760035,-0.7861361883493394,0.9388394234281923,0.6073168858345244,-0.023946187238086614
4,frog,18,-124.94999999999999,1,starvation,-0.7871685237174311,-0.8685997139311585,-0.4152170138689848,-0.09861228435095915,-0.8490364683323481
4,frog,19,-697.7,0,wall,0.8737195348536273,-0.41081463678384633,-0.7509493759440014,-0.9418106722673116,-0.011209465886327763
4,snake,0,100.0,0,alive,-0.5453178849839417,-0.4053744134901365,0.433412631392887,0.10285791402069289,0.24292024687953995
4,snake,1,0.0,0,wall,0.017919411947998842,0.11705224238473311,0.9965296129704444,-0.3752008765989545,-0.6946163677184207
5,frog,0,88.09142192659795,5,wall,-0.0027294275080833597,0.7172260156799708,0.043533763899494815,0.4068207344051997,-0.5597018750722447
5,frog,1,63.549999999999955,5,wall,0.4304346325302706,0.498813720107399,0.5022352142418796,0.6211581590502395,0.46733048554728884
5,frog,2,-275.0,0,starvation,-0.2904889040312051,-0.5102130705370993,-0.9524507442047243,0.28341176920246625,0.8673331508267463
5,frog,3,510.05,4,alive,-0.2324003827920198,-0.33930959305149644,0.4495252198928128,0.07037723509036153,0.8524468257850715
5,frog,4,1802.718567256271,5,success,-0.7937602312198555,0.8592105063375306,-0.6795911245538302,0.41209254809396945,0.7889470449986176
5,frog,5,1789.174773446331,5,success,-0.7017492153683584,0.3654293517891336,0.3464373448075415,-0.920484457812573,-0.20027617645246965
5,frog,6,-335.15,3,wall,-0.3994726379886413,0.6716158334124462,0.10158770355733004,0.37640393710319575,0.06176581440330975
5,frog,7,83.10000000000002,3,starvation,-0.6603944128130221,-0.5853551019872039,-0.27740159344386295,-0.46387684372620397,-0.445502255986546
5,frog,8,1800.5995100449213,5,success,0.7771719065313187,-0.07246284717548468,-0.8803089163129549,0.800663560004435,-0.6533750782102037
5,frog,9,1850.3120713593416,6,success,-0.019272568727984885,0.982461288007056,0.4632316937917871,0.3040290927848399,0.009047548028893848
5,frog,10,-342.3,3,wall,0.18001402910424913,0.47944243870428926,-0.14532993961811913,0.1360342734038491,-0.8263417398124708
5,frog,11,-312.7,3,wall,-0.09979069984964539,-0.9493367871403215,0.6657733280723874,-0.6296075477095515,0.7407777422165129
5,frog,12,-689.6,0,wall,0.0081339848954316,-0.3011206820345338,0.1750820874155561,0.5331093634538504,-0.6570668849813082
5,frog,13,-242.75,4,wall,0.02150878397846201,0.5183804824070957,-0.4071763850083576,-0.7094335786978614,0.8510151378395141
5,frog,14,-333.6,3,wall,0.21724091154572345,-0.8370126028376443,-0.5725334996623215,0.34534210581596203,-0.23147756808893027
5,frog,15,1809.7506134045539,6,success,-0.364515202442093,0.3580119600115548,-0.7373290690145293,-0.43925325237587654,0.8566882624480257
5,frog,16,-697.75,0,wall,0.632464504906181,0.3450893977598182,-0.4971132946001593,0.45931331808879894,0.3176620731646267
5,frog,17,-547.5,1,wall,0.26012125874448344,0.2799943240296947,0.7638111874869937,0.09947843722116567,-0.9974219459257159
5,frog,18,-499.95,0,eaten_by_snake,0.8452140149369256,-0.5694106925607516,-0.10148176615065685,0.35637388398976144,0.01952915175620218
5,frog,19,-694.9,0,wall,-0.21154937965607123,-0.5764790152298165,0.21452282490545738,0.043287362594871315,0.5612179691894144
5,snake,0,100.0,0,wall,0.3531590240884923,-0.8285799607061355,-0.12240624010766576,0.05378626559969302,0.3326060866081537
5,snake,1,0.0,0,alive,-0.5011349934217939,-0.5958409937388129,-0.4439337553089142,0.2048565670636362,0.14323483007416304
6,frog,0,-124.94999999999999,1,starvation,-0.24712482287105608,-0.3250685481991489,0.3751726052293909,0.48394155312148235,-0.03659290383430247
6,frog,1,1028.50716841226,7,alive,-0.8803300078684186,0.04547308195518718,-0.5268072910513324,-0.38654876630769497,0.22023720916275757
6,frog,2,1249.2295271320238,9,alive,-0.49844872389172035,-0.007913953583027933,-0.09025613081191919,-0.7796299167223353,0.2283265067545055
6,frog,3,61.60000000000002,5,wall,0.12957596319221443,0.8624472637740341,-0.34866788411081684,-0.160626042083567,-0.6214199417244455
6,frog,4,-698.5,0,wall,0.3904489800018556,0.8548514757634376,-0.22010963858096222,0.86048339672457,0.7480640811813892
6,frog,5,-142.14999999999998,3,eaten_by_snake,-0.26957130783660266,-0.016732176038211533,-0.45278372949932644,0.38335274954758036,0.11132097388912321
6,frog,6,-498.2,0,eaten_by_snake,-0.35502516137752815,-0.21123302478641226,0.25639851558004834,0.5852563514867364,-0.14372981783736627
6,frog,7,2293.794527958018,11,success,-0.13971216041930656,0.5566261501521272,-0.289609457376953,-0.5847880700624644,0.1975422812167127
6,frog,8,-694.8,0,wall,0.14514143543348923,-0.8545523333662943,0.9096163118917391,-0.25954594101946893,-0.5426311809909001
6,frog,9,-344.15,3,wall,0.23088812498300282,0.22442869907343987,-0.4143340244991556,0.9777070364136666,0.9077754897636807
6,frog,10,2095.4671374631707,11,success,-0.4222122035406428,0.26273693489319205,0.43455576846774524,-0.7487546948020289,-0.10224478516773972
6,frog,11,93.75139748477932,5,wall,0.6243684429290204,0.9725056479896428,0.1438913202051555,-0.04031128117046823,0.3890582206556161
6,frog,12,1496.4426981672127,5,success,-0.40336583233319234,-0.16098285228217923,-0.16951817107727285,0.2189606198704046,-0.011504305892485966
6,frog,13,-232.64999999999998,2,eaten_by_snake,-0.19741042806472575,0.23896621378939176,0.9824915537919554,-0.6733933584256895,-0.5818331891506181
6,frog,14,-697.3,0,wall,0.13820024880637294,0.36018681569473454,-0.5853911533799754,-0.10877330044769584,0.10092706933621787
6,frog,15,1010.05,7,alive,-0.9882113366771832,0.1992806658434716,0.0741481092573486,0.3547884261413452,-0.6619934256168452
6,frog,16,-339.35,3,wall,-0.1829990085358657,-0.1392135029876862,-0.13661378376641475,-0.13599158109305587,-0.7944603400919918
6,frog,17,-330.3,3,wall,0.611095392541642,0.740578769678826,0.13681079105195404,0.9027333561656614,0.6347996365336939
6,frog,18,-233.60000000000002,4,wall,-0.03917486317414309,0.27890231110413155,-0.04408128242336762,-0.32131857613871895,0.8997007751617625
6,frog,19,-692.55,0,wall,0.09103376838606692,-0.5960914130436417,-0.5267191532019933,-0.7926237744854989,-0.49475752550984176
6,snake,0,200.0,0,wall,-0.2092493239795008,0.01926481597938734,-0.47218791144417316,0.4171735965026182,0.6936322899319465
6,snake,1,100.0,0,wall,0.8325440268554143,0.413120375663242,0.573836970374159,-0.552235502840835,-0.31059501518935284
7,frog,0,166.79999999999995,6,wall,0.31397242632891964,-0.17347454010951302,-0.7998824057597502,-0.5011203271935143,0.0676689634070069
7,frog,1,-326.85,3,wall,0.6474292145635003,-0.01936626732386504,0.8244403887824003,-0.09346084822733292,0.3645450113263582
7,frog,2,-696.0,0,wall,0.35027476506229016,-0.6539809571223862,0.8997081056237513,0.1426185261373809,0.0594821517188282
7,frog,3,402.84105213469104,6,eaten_by_snake,-0.8208773277867252,0.7550667434294513,-0.28650030099597923,0.9558464603352179,0.011228203453548025
7,frog,4,-698.7,0,wall,-0.6211809608114909,-0.8404668621748319,-0.764123658621352,-0.12389456861509185,-0.2833394416498831
7,frog,5,510.05,4,alive,-0.9044848513149417,0.11982128945634662,0.9121188862635725,-0.6819294297887557,-0.7369693283290304
7,frog,6,687.0,9,eaten_by_snake,-0.8767804692070365,0.7802386836305621,0.8544822549568887,-0.7674393157540607,-0.8212160028129234
7,frog,7,-698.65,0,wall,0.8158741560864227,-0.3562664045805852,0.9460941489440495,-0.49124820330838026,0.48246822576582127
7,frog,8,-124.94999999999999,1,starvation,-0.7337040404084985,-0.3677555267986332,-0.06981996705109217,-0.19335721339011824,0.775448822737989
7,frog,9,1869.3442013924564,7,success,-0.4452583332724236,0.16922210661031478,0.5280863999078711,0.5664421243333868,0.32738300488063565
7,frog,10,-275.0,0,starvation,-0.3420263369280341,-0.9427630653358139,0.530000174563042,-0.20905980174103522,-0.9442479510226067
7,frog,11,-527.6,1,wall,0.742943580424811,-0.7896680387741528,-0.5809131503900447,0.20354817056589902,0.4711924738920539
7,frog,12,1660.4289556667754,7,success,-0.5849387954553871,0.8749863998597454,0.09925734816115961,0.10022317086441102,0.793622199224471
7,frog,13,-332.15,1,eaten_by_snake,0.4140376859995447,-0.9972560704339397,0.6588732646223394,-0.41136470836581984,0.8193112892283323
7,frog,14,1739.586510892062,5,success,0.1510725648650295,0.2734284239358695,-0.5788843581643148,0.6088787576026755,0.8611467595568123
7,frog,15,-493.85,0,eaten_by_snake,0.41730319103952374,-0.8260276861846099,0.3784947215403047,-0.40288092139984255,0.7579109447388506
7,frog,16,-499.95,0,eaten_by_snake,-0.40023173644214305,-0.48461471219730967,0.06876577943609918,0.4710507541052138,-0.7091178929239397
7,frog,17,84.1304604410717,5,wall,0.2317346990994713,0.6399706802468772,-0.08182937122018807,0.05750189982799103,-0.8398685772378873
7,frog,18,-527.45,1,wall,0.8672601689285142,-0.8724100946056508,-0.8603490768436026,0.041305674081609345,0.7398132596992559
7,frog,19,91.05000000000001,3,starvation,-0.22594098925504547,-0.34078825364166687,-0.4591035995314354,-0.2667988088262314,-0.8241736156491462
7,snake,0,100.0,0,wall,0.7421089678069643,-0.04526604516476618,-0.3439086596295926,-0.24560935056418054,0.7401881486457094
7,snake,1,400.0,0,alive,-0.9531757231451452,0.29526207831484363,-0.15919405866203973,0.5935460550449794,-0.617641401299365
8,frog,0,-438.65,2,wall,0.7679935631876793,0.2792016748656678,-0.8297694271711167,0.7618944558715268,-0.289611091059917
8,frog,1,-445.75,2,wall,0.49574015701078045,0.010963663416266423,-0.46826943887223726,0.832376263285256,-0.00374517251125539
8,frog,2,975.55,12,eaten_by_snake,-0.08683299793517762,0.4327627044822213,-0.31843569084796086,-0.2734735641298105,-0.7724406799690418
8,frog,3,2184.9521159064016,9,success,-0.6595859417896086,0.9943799629226042,-0.31437914612354745,-0.48977795904370436,-0.05049353300499404
8,frog,4,-694.95,0,wall,0.594250538136305,-0.7382209090328533,0.3175450904206043,-0.44971990323146116,0.49310679390146683
8,frog,5,432.6581424543822,6,eaten_by_snake,-0.409664528443876,-0.002129800219732303,0.9383084384215672,0.35350107489320726,-0.6004245711960217
8,frog,6,-114.0,3,eaten_by_snake,-0.8897574990857744,-0.32546496028542116,0.17846301944525478,-0.49438224854158097,0.18586938590840174
8,frog,7,-231.10000000000002,2,eaten_by_snake,-0.23294216577569848,0.06124450249931157,0.9431483551763415,-0.23037545477081056,0.8356327686699152
8,frog,8,-275.0,0,starvation,-0.3574392890837015,-0.914732129676096,-0.7885172956874953,-0.263627681242796,-0.11755806639479616
8,frog,9,-698.25,0,wall,0.7235030310065946,-0.8725254268494294,-0.4260227259006528,-0.30839184500289685,-0.5448801263501133
8,frog,10,-275.0,0,starvation,-0.12858825479227964,-0.9771000083232129,-0.6313633688694844,0.061715254193027036,0.09629954415892916
8,frog,11,-311.75,1,eaten_by_snake,-0.082108055700435,-0.6146937858796453,-0.9074123535742962,0.08309746930117101,0.6421977000817225
8,frog,12,-137.60000000000002,3,eaten_by_snake,-0.4034187302141998,0.0484406652032221,-0.48313154326011176,0.27419874535327105,0.6931480895321351
8,frog,13,-330.7,1,eaten_by_snake,-0.25589829297619304,-0.01517437506369368,0.05125630222245192,0.01881030027474817,0.80063421694031
8,frog,14,442.6827003943066,6,eaten_by_snake,-0.9749610128647728,0.48227342784863336,0.5853989113976636,0.45962338189408936,-0.8965101852724042
8,frog,15,-697.75,0,wall,0.9300062506177893,-0.6523881333012569,0.3253823967644476,0.8149622454651444,0.5689963527044979
8,frog,16,-693.75,0,wall,0.7124410649460184,-0.7963551132515228,-0.9967718814723008,-0.5779005300292679,-0.586621346551242
8,frog,17,275.5,5,eaten_by_snake,0.26067195933705634,0.6179262361129698,-0.035552638283439686,-0.652835571801657,0.9041420496647183
8,frog,18,533.43366145858,7,eaten_by_snake,-0.4021320412528404,-0.10288896211512855,-0.8394293185545909,-0.5583063343378667,-0.9797115867992936
8,frog,19,-548.5,1,wall,0.525274410182472,-0.3861812906204136,0.530828791279859,0.7997185690313702,-0.3587902568894312
8,snake,0,300.0,0,alive,-0.27653311472312425,0.7177660807765995,0.8747965134755395,-0.12038284159299573,-0.7927975441108197
8,snake,1,700.0,0,alive,-0.5057718112293792,0.9089684825072806,0.42517421143752565,-0.21559415663216863,-0.12193712720442895
9,frog,0,1110.05,8,alive,-0.6540353118380038,0.3961155824602509,-0.8612081228596293,-0.8961657078032317,-0.076062722922553
9,frog,1,-124.94999999999999,1,starvation,-0.48196666844444636,-0.9786268059353607,0.2581138912914256,0.16461080293772756,0.725044032828374
9,frog,2,182.45000000000005,6,wall,0.33790834727468666,0.4964073229695847,-0.3093783770357612,0.7104756393235505,-0.8917748207477021
9,frog,3,1913.471775755777,10,success,-0.2959693364572742,0.8840515044013226,0.7601450081145236,0.4993243351266532,-0.3661844977266342
9,frog,4,68.95000000000005,5,wall,-0.10133036816297714,0.25328861487470133,-0.19604078850852757,-0.35499380523402957,-0.8861597110083852
9,frog,5,-698.7,0,wall,-0.19660366500133253,-0.13973001991714917,0.19813423295684718,0.30681131426732833,0.3130820432647847
9,frog,6,-499.95,0,eaten_by_snake,-0.6660248373479558,-0.39055547060383433,0.24703622570805361,-0.8990509262519237,0.970700072117552
9,frog,7,-443.35,2,wall,-0.020434496635821642,0.2976316609116305,0.8086662578959916,-0.653304658385891,-0.5340605030723313
9,frog,8,1810.05,15,alive,-0.6053934550994629,0.5349142812642886,-0.4121175966055921,-0.2647865496670201,-0.13290003932408223
9,frog,9,-695.55,0,wall,0.5548267688615196,-0.788350924786061,-0.47789802244883295,-0.4887461464890104,-0.741978231421291
9,frog,10,-499.95,0,eaten_by_snake,-0.5701992668890783,-0.7675181023500881,-0.15934634470730802,0.493370270061426,0.1605216824108162
9,frog,11,-348.65,1,eaten_by_snake,-0.20142467596404834,-0.5358306927383298,0.2990588582310769,-0.8323283777013948,0.7506484785721159
